1,1,1.055
1,1,0.096
1,1,0.742
1,1,1.132
1,1,1.037
1,1,1.608
1,1,1.233
1,1,0.951
1,1,0.833
1,1,0.753
1,1,0.511
1,1,0.805
1,1,0.737
1,1,0.779
1,1,0.575
1,1,0.992
1,1,0.843
1,1,0.917
1,1,1.143
1,1,0.16
1,1,0.865
1,1,0.897
1,1,0.069
1,1,0.825
1,1,1.067
1,1,0.528
1,2,0.848
1,2,0.739
1,2,0.759
1,2,1.158
1,2,0.593
1,2,0.558
1,2,0.624
1,2,0.367
1,2,0.792
1,2,0.547
1,2,0.782
1,2,0.886
1,2,0.435
1,2,1.269
1,2,1.197
1,2,1.037
1,2,0.071
1,2,0.057
1,2,0.402
1,2,0.936
1,2,0.514
1,2,0.148
1,2,0.591
1,2,0.8
1,2,0.978
1,3,1.538
1,3,0.966
1,3,0.868
1,3,0.722
1,3,0.69
1,3,0.176
1,3,0.948
1,3,0.564
1,3,0.998
1,3,0.063
1,3,0.056
1,3,0.329
1,3,0.433
1,3,0.815
1,3,0.853
1,3,1.318
1,3,1.054
1,3,1.174
1,3,0.617
1,3,0.94
1,3,0.095
1,3,1.091
1,3,0.459
1,3,0.314
1,3,0.337
1,3,0.772
1,4,0.931
1,4,0.364
1,4,0.613
1,4,0.288
1,4,0.532
1,4,0.427
1,4,0.444
1,4,0.267
1,4,0.055
1,4,0.187
1,4,0.674
1,4,0.099
1,4,0.788
1,4,1.445
1,4,0.096
1,4,0.524
1,4,0.135
1,4,0.47
1,4,1.441
1,4,0.901
1,4,1.175
1,4,0.025
1,4,0.515
1,4,0.642
1,4,0.259
1,4,0.55
1,4,0.035
1,4,0.711
1,4,0.702
1,4,0.58
1,4,0.443
1,5,0.328
1,5,0.545
1,5,0.136
1,5,0.603
1,5,0.07
1,5,0.941
1,5,0.871
1,5,0.592
1,5,0.672
1,5,0.7
1,5,0.186
1,5,0.532
1,5,0.379
1,5,0.023
1,5,0.737
1,5,0.663
1,5,0.685
1,5,1.172
1,5,0.744
1,5,0.229
1,5,0.375
1,5,0.16
1,6,0.034
1,6,0.822
1,6,0.187
1,6,0.691
1,6,0.109
1,6,0.089
1,6,0.246
1,6,0.508
1,6,0.016
1,6,0.258
1,6,0.111
1,6,0.696
1,6,0.728
1,6,0.675
1,6,0.179
1,6,0.481
1,6,0.135
1,6,0.524
1,6,0.738
1,6,1.185
1,6,1.222
1,6,1.076
1,6,0.107
1,7,0.549
1,7,0.827
1,7,0.088
1,7,0.768
1,7,0.013
1,7,0.764
1,7,0.342
1,7,0.014
1,7,0.803
1,7,1.483
1,7,0.424
1,7,0.77
1,7,0.434
1,7,0.488
1,7,1.039
1,7,0.089
1,7,0.887
1,7,0.876
1,7,0.145
1,7,0.344
1,7,0.667
1,7,0.033
1,8,0.042
1,8,0.504
1,8,0.502
1,8,0.821
1,8,0.377
1,8,0.718
1,8,0.557
1,8,0.047
1,8,0.706
1,8,0.22
1,8,0.287
1,8,0.988
1,8,0.348
1,8,0.649
1,8,0.296
1,8,0.042
1,8,1.107
1,8,1.309
1,8,0.946
1,8,0.571
1,8,0.871
1,8,0.05
1,8,0.673
1,9,0.36
1,9,0.81
1,9,0.061
1,9,0.16
1,9,0.016
1,9,0.999
1,9,0.18
1,9,0.048
1,9,0.505
1,9,0.081
1,9,0.345
1,9,0.911
1,9,0.078
1,9,0.916
1,9,0.601
1,9,0.718
1,9,1.201
1,9,0.276
1,9,0.547
1,9,0.344
1,9,0.392
1,9,0.029
1,9,0.034
1,9,1.128
1,10,0.933
1,10,0.227
1,10,0.45
1,10,0.03
1,10,0.294
1,10,0.118
1,10,0.946
1,10,0.106
1,10,0.997
