1,1,1.289
1,1,0.335
1,1,1.582
1,1,0.954
1,1,0.611
1,1,0.848
1,1,1.38
1,1,0.76
1,1,1.014
1,1,0.737
1,1,0.987
1,1,0.706
1,1,0.786
1,1,0.487
1,1,0.758
1,1,0.859
1,1,0.925
1,1,0.765
1,1,0.998
1,2,1.615
1,2,0.634
1,2,1.105
1,2,0.284
1,2,1.03
1,2,0.365
1,2,0.636
1,2,1.089
1,2,0.557
1,2,0.659
1,2,0.807
1,2,0.452
1,2,0.986
1,2,0.382
1,2,0.72
1,2,0.746
1,2,0.901
1,2,0.682
1,2,1.371
1,2,0.781
1,2,0.588
1,2,0.695
1,2,1.111
1,3,1.074
1,3,0.704
1,3,1.136
1,3,0.538
1,3,0.292
1,3,0.651
1,3,0.787
1,3,0.592
1,3,0.39
1,3,0.539
1,3,0.752
1,3,0.999
1,3,1.04
1,3,0.626
1,3,0.533
1,3,0.693
1,3,1.068
1,4,0.712
1,4,0.389
1,4,0.808
1,4,0.524
1,4,0.72
1,4,0.377
1,4,1.482
1,4,0.908
1,4,0.324
1,4,0.862
1,4,0.895
1,4,0.877
1,4,0.433
1,4,0.516
1,4,0.807
1,4,1.005
1,4,0.532
1,4,0.494
1,4,0.538
1,4,1.099
1,4,0.906
1,5,0.611
1,5,0.919
1,5,1.112
1,5,0.99
1,5,0.667
1,5,0.643
1,5,1.157
1,5,0.602
1,5,0.84
1,5,1.066
1,5,0.675
1,5,0.553
1,5,0.585
1,5,0.69
1,5,0.61
1,5,0.629
1,5,1.272
1,6,1.393
1,6,0.974
1,6,1.022
1,6,1.028
1,6,0.243
1,6,0.709
1,6,0.858
1,6,1.068
1,6,0.459
1,6,0.698
1,6,0.566
1,6,1.308
1,6,0.839
1,6,1.922
1,6,0.572
1,7,0.921
1,7,0.859
1,7,0.405
1,7,0.967
1,7,1.122
1,7,0.639
1,7,0.541
1,7,0.52
1,7,0.316
1,7,0.643
1,7,1.059
1,7,0.637
1,7,0.993
1,7,0.61
1,7,0.989
1,7,0.29
1,7,0.012
1,7,0.575
1,8,1.227
1,8,1.157
1,8,0.507
1,8,1.205
1,8,0.763
1,8,0.502
1,8,0.347
1,8,0.486
1,8,0.026
1,8,0.651
1,8,0.891
1,8,0.813
1,8,0.02
1,8,0.605
1,8,0.867
1,8,1.227
1,8,1.237
1,9,1.429
1,9,0.965
1,9,0.305
1,9,0.647
1,9,1.211
1,9,0.361
1,9,0.434
1,9,0.65
1,9,0.571
1,9,0.757
1,9,0.542
1,9,0.391
1,9,0.783
1,9,0.789
1,10,0.776
1,10,0.737
1,10,0.578
1,10,0.666
1,10,0.882
1,10,0.568
1,10,0.678
1,10,1.253
1,10,0.661
1,10,0.485
1,10,0.616
1,10,0.046
1,10,0.993
1,10,0.866
1,11,1.644
1,11,0.79
1,11,0.399
1,11,0.53
1,11,0.838
1,11,0.514
1,11,0.411
1,11,0.525
1,11,0.793
1,11,0.372
1,11,0.423
1,11,1.032
1,11,0.569
1,11,0.971
1,11,0.645
1,11,0.49
1,12,0.689
1,12,0.595
1,12,0.877
1,12,0.77
1,12,0.342
1,12,0.14
1,12,0.806
1,12,0.58
1,12,0.382
1,12,0.404
1,12,0.763
1,12,0.504
1,12,0.852
1,12,0.475
1,12,0.769
1,12,0.455
1,12,1.005
1,12,0.698
1,13,0.727
1,13,0.388
1,13,0.331
1,13,0.826
1,13,0.374
1,13,0.876
1,13,0.377
1,13,0.47
1,13,0.606
1,13,0.826
1,13,0.708
1,13,0.744
1,13,0.309
1,13,1.167
1,13,1.052
1,13,0.8
1,14,0.386
1,14,0.993
1,14,0.271
1,14,0.487
1,14,0.102
1,14,0.697
1,14,0.732
1,14,0.844
1,14,1.086
1,14,1.155
1,14,1.15
1,14,0.447
1,14,1.165
1,14,0.821
1,15,0.023
1,15,0.444
1,15,0.811
1,15,1.005
1,15,0.941
1,15,0.808
1,15,1.045
1,15,0.738
1,15,0.74
1,15,1.254
1,15,0.486
1,15,0.6
1,16,0.821
1,16,0.112
1,16,0.518
1,16,0.643
1,16,0.846
1,16,0.404
1,16,0.786
1,16,1.064
1,16,0.773
1,16,0.679
1,16,0.01
1,16,0.741
1,16,0.647
1,16,0.601
1,16,1.195
1,17,0.915
1,17,0.923
1,17,0.96
1,17,0.758
1,17,0.805
1,17,0.346
1,17,0.04
1,17,0.75
1,17,0.922
1,17,0.401
1,17,0.63
1,17,0.79
1,17,0.716
1,17,0.785
1,17,0.202
1,18,0.799
1,18,0.848
1,18,0.744
1,18,0.083
1,18,0.733
1,18,0.483
1,18,0.754
1,18,0.067
1,18,0.567
1,18,0.822
1,18,0.611
1,18,1.182
1,18,0.902
1,18,0.568
1,18,0.378
1,18,0.404
1,18,0.805
1,19,1.124
1,19,0.288
1,19,0.767
1,19,0.866
1,19,0.481
1,19,0.533
1,19,0.442
1,19,1.007
1,19,0.375
1,19,0.707
1,19,1.007
1,19,0.252
1,19,1.225
1,20,1.181
1,20,0.042
1,20,1.01
1,20,0.585
1,20,0.794
1,20,1.133
1,20,0.719
1,20,0.235
1,20,0.799
1,20,0.591
1,20,1.285
1,20,0.095
1,21,0.629
1,21,0.367
1,21,1.333
1,21,0.877
1,21,0.899
1,21,0.353
1,21,0.939
1,21,1.022
1,21,0.211
1,21,0.309
1,21,0.591
1,22,1.003
1,22,0.313
1,22,0.985
1,22,0.886
1,22,0.041
1,22,0.632
1,22,0.53
1,22,0.551
1,22,0.742
1,22,0.138
1,22,0.74
1,22,0.822
1,22,0.312
1,22,0.75
1,22,0.65
1,23,0.511
1,23,0.079
1,23,0.173
1,23,0.021
1,23,0.6
1,23,0.363
1,23,0.781
1,23,1.438
1,23,0.995
1,23,0.402
1,23,0.67
1,23,0.746
1,24,0.31
1,24,0.36
1,24,0.211
1,24,0.742
1,24,0.104
1,24,0.909
1,24,0.489
1,24,0.407
1,24,0.518
1,24,0.17
1,24,0.599
1,24,0.387
1,24,1.154
1,24,0.777
1,24,0.517
1,24,1.046
1,25,0.72
1,25,0.981
1,25,0.637
1,25,0.217
1,25,0.593
1,25,1.001
1,25,0.756
1,25,0.925
1,25,1.329
1,25,0.651
1,26,0.426
1,26,0.597
1,26,0.262
1,26,0.444
1,26,0.354
1,26,0.343
1,26,0.368
1,26,1.005
1,26,0.549
1,26,0.471
1,26,0.175
1,26,1.215
1,27,0.435
1,27,0.71
1,27,0.031
1,27,0.961
1,27,0.593
1,27,0.892
1,27,0.066
1,27,0.26
1,27,1.03
1,27,0.541
1,27,0.045
1,28,0.117
1,28,0.495
1,28,0.466
1,28,0.1
1,28,0.226
1,28,0.483
1,28,0.775
1,28,0.73
1,28,0.95
1,28,0.395
1,29,0.007
1,29,0.157
1,29,0.36
1,29,0.429
1,29,0.748
1,29,0.903
1,29,0.628
1,29,0.602
1,29,0.446
1,29,0.396
1,29,1.592
1,29,0.499
1,29,0.882
1,30,0.379
1,30,0.504
1,30,0.2
1,30,0.657
1,30,0.135
1,30,0.466
1,30,0.164
2,1,0.8
2,1,0.82
2,1,0.755
2,1,0.41
2,1,0.708
2,1,0.703
2,1,0.2
2,1,0.942
2,1,0.582
2,1,0.628
2,1,1.135
2,1,0.603
2,1,0.859
2,2,0.552
2,2,0.749
2,2,0.75
2,2,1.107
2,2,0.749
2,2,0.918
2,2,0.938
2,2,0.901
2,2,0.585
2,2,0.516
2,2,0.972
2,2,0.621
2,2,0.613
2,2,0.488
2,3,0.65
2,3,0.532
2,3,0.513
2,3,0.998
2,3,0.541
2,3,0.737
2,3,0.783
2,3,0.512
2,3,0.9
2,3,0.755
2,3,0.588
2,3,1.008
2,4,0.625
2,4,0.671
2,4,0.626
2,4,0.218
2,4,0.948
2,4,0.445
2,4,0.737
2,4,0.721
2,4,0.599
2,4,0.625
2,4,0.987
2,5,0.575
2,5,0.569
2,5,0.507
2,5,0.661
2,5,0.76
2,5,0.737
2,5,0.384
2,5,0.939
2,6,0.557
2,6,0.459
2,6,0.871
2,6,0.547
2,6,0.755
2,6,1.251
2,6,0.442
2,6,0.594
2,6,0.145
2,6,0.888
2,6,0.763
2,6,0.465
2,7,0.344
2,7,0.691
2,7,0.455
2,7,0.924
2,7,0.902
2,7,0.007
2,7,1.248
2,7,0.259
2,7,0.881
2,8,0.497
2,8,1.058
2,8,0.581
2,8,0.126
2,8,0.262
2,8,0.723
2,8,0.958
2,8,0.797
2,8,0.933
2,9,0.636
2,9,0.891
2,9,0.396
2,9,0.655
2,9,0.606
2,9,1.193
2,9,0.052
2,9,0.864
2,9,0.648
2,10,0.975
2,10,0.583
2,10,0.403
2,10,0.629
2,10,0.993
2,10,0.176
2,10,1.115
2,11,0.845
2,11,0.061
2,11,1.056
2,11,0.304
2,11,0.332
2,11,0.813
2,12,0.177
2,12,0.587
2,12,0.744
2,12,0.043
2,12,0.689
2,13,0.32
2,13,1.014
2,13,0.666
2,13,0.708
2,14,0.844
2,14,0.864
2,14,0.036
2,14,0.405
2,15,0.668
2,15,0.372
2,15,1.002
2,15,0.653
2,15,0.384
2,15,0.746
2,16,0.914
2,16,0.56
2,17,0.542
2,17,0.546
2,17,0.566
2,17,0.699
2,18,0.779
2,18,0.924
2,18,0.556
2,18,0.709
2,18,0.146
2,18,0.331
2,19,0.999
2,19,0.179
2,19,1.107
2,20,0.4
2,20,0.535
2,20,0.669
2,20,0.301
2,20,0.73
2,20,0.643
2,21,0.459
2,21,0.617
2,21,0.368
2,21,0.287
2,21,1.037
2,21,1.131
2,21,0.658
2,21,0.977
2,22,0.625
2,22,0.142
2,22,0.906
2,22,0.028
2,23,0.356
2,23,0.656
2,23,0.218
2,23,0.619
2,24,0.55
2,24,0.715
2,24,0.881
2,24,0.026
2,25,0.47
2,25,0.708
2,25,1.045
2,25,0.808
2,25,0.225
2,25,0.455
2,25,0.6
2,26,0.236
2,26,0.757
2,26,0.312
2,26,0.204
2,26,0.036
2,26,0.878
2,27,0.086
2,27,0.721
2,27,0.725
2,28,0.267
2,28,0.444
2,28,0.596
2,28,0.027
2,28,0.399
2,29,0.227
2,29,0.112
2,29,0.012
2,30,0.636
2,30,0.362
2,30,0.617
2,30,1.055
3,1,0.624
3,1,1.032
3,1,1.143
3,1,0.646
3,1,0.866
3,1,0.195
3,1,0.821
3,1,1.392
3,1,0.908
3,1,0.835
3,1,0.975
3,1,1.501
3,1,1.016
3,1,0.878
3,2,1.187
3,2,0.638
3,2,0.599
3,2,0.683
3,2,0.805
3,2,0.954
3,2,0.745
3,2,0.979
3,2,0.324
3,2,0.888
3,2,0.689
3,2,0.763
3,2,1.313
3,2,0.707
3,3,1.03
3,3,1.171
3,3,0.611
3,3,1.013
3,3,1.033
3,3,0.669
3,3,0.296
3,3,0.533
3,3,1.21
3,3,1.058
3,3,0.763
3,4,1.249
3,4,0.744
3,4,0.664
3,4,0.719
3,4,0.598
3,4,1.111
3,4,1.484
3,4,0.369
3,4,1.529
3,4,0.712
3,4,0.784
3,5,0.744
3,5,0.869
3,5,0.524
3,5,0.9
3,5,0.665
3,5,0.366
3,5,0.983
3,5,0.717
3,5,0.993
3,5,0.734
3,5,0.52
3,5,0.246
3,5,1.033
3,5,0.364
3,5,0.725
3,6,0.633
3,6,0.79
3,6,0.979
3,6,1.031
3,6,0.61
3,6,0.911
3,6,0.857
3,6,1.622
3,6,1.097
3,6,0.931
3,6,0.653
3,6,1.215
3,6,0.831
