1,1,0.251,0.657
1,1,1.857,6.145
1,1,2.297,7.846
1,1,1.337,4.541
1,1,1.128,3.216
1,1,1.179,3.592
1,1,0.424,2.471
1,1,1.029,3.249
1,1,0.531,2.532
1,1,1.112,2.859
1,1,1.736,5.124
1,1,1.385,4.173
1,1,1.523,4.419
1,1,1.187,3.675
1,1,1.955,7.812
1,1,1.198,3.864
1,1,1.373,3.739
1,1,2.201,6.866
1,1,0.453,2.408
1,1,1.402,3.739
1,1,1.288,3.452
1,1,0.74,2.268
1,1,1.731,5.314
1,1,0.063,0.274
1,1,1.021,2.408
1,1,0.04,0.229
1,1,0.814,1.868
1,1,1.5,4.592
1,1,1.405,4.173
1,1,0.471,1.868
1,1,1.286,3.087
1,1,0.899,2.921
1,1,2.076,7.812
1,1,0.611,2.626
1,1,1.497,3.969
1,1,1.52,4.703
1,1,1.367,3.675
1,1,1.115,2.921
1,1,0.101,0.274
1,1,1.597,4.388
1,1,1.423,4.065
1,1,1.291,3.771
1,1,1.622,5.061
1,1,1.887,6.426
1,1,2.235,7.265
1,1,1.4,4.004
1,1,1.378,3.801
1,2,1.21,4.132
1,2,0.711,2.921
1,2,1.501,4.801
1,2,0.785,2.25
1,2,0.088,0.399
1,2,0.173,1.07
1,2,1.269,3.722
1,2,0.791,2.345
1,2,0.159,0.86
1,2,0.557,1.911
1,2,0.032,0.253
1,2,0.994,2.921
1,2,0.946,3.379
1,2,0.22,1.175
1,2,1.195,3.632
1,2,0.918,2.393
1,2,0.751,2.272
1,2,1.298,3.61
1,2,1.711,4.513
1,2,1.301,3.024
1,2,1.205,3.968
1,2,0.847,2.702
1,2,1.409,5.73
1,2,1.743,6.193
1,2,0.013,0.209
1,2,0.567,1.722
1,2,0.836,2.205
1,2,0.48,1.512
1,2,1.074,2.917
1,2,0.998,2.979
1,2,1.828,5.312
1,2,1.438,4.428
1,2,0.722,2.272
1,2,1.356,3.948
1,2,0.752,2.31
1,2,1.498,4.554
1,2,0.715,1.568
1,2,0.674,1.554
1,2,0.007,0.104
1,2,0.378,0.817
1,2,1.669,4.618
1,2,0.363,1.68
1,2,0.519,1.386
1,2,0.148,0.706
1,2,1.035,3.527
1,2,1.51,4.177
1,2,1.045,2.45
1,2,0.273,1.68
1,2,1.906,6.322
1,2,0.799,2.099
1,2,1.427,4.639
1,2,1.011,2.52
1,2,1.426,3.968
1,3,0.495,1.619
1,3,0.595,2.985
1,3,1.237,3.466
1,3,0.931,3.235
1,3,1.092,4.156
1,3,0.624,3.026
1,3,1.325,4.201
1,3,0.82,3.842
1,3,0.942,2.858
1,3,0.187,0.779
1,3,0.847,2.333
1,3,0.01,0.108
1,3,0.652,3.862
1,3,1.537,4.788
1,3,1.184,3.739
1,3,0.717,2.478
1,3,1.872,6.573
1,3,0.548,1.868
1,3,0.469,2.624
1,3,0.02,0.108
1,3,0.744,2.312
1,3,0.615,2.015
1,3,0.47,2.206
1,3,1.023,3.297
1,3,0.961,2.876
1,3,1.35,3.784
1,3,0.284,0.779
1,3,0.943,2.585
1,3,0.499,1.529
1,3,1.297,3.425
1,3,0.643,2.204
1,3,0.021,0.108
1,3,0.547,2.378
1,3,0.779,2.206
1,3,1.227,3.507
1,3,0.481,1.803
1,3,1.591,6.134
1,3,0.969,3.086
1,3,0.881,2.767
1,3,1.016,2.437
1,3,1.004,3.235
1,3,0.971,3.508
1,3,1.046,3.399
1,3,0.93,2.808
1,3,0.958,2.767
1,3,0.784,2.312
1,3,1.446,4.201
1,3,0.91,2.899
1,3,0.219,0.97
1,3,1.585,4.454
1,3,2.313,6.932
1,3,0.894,2.761
1,3,0.103,0.467
1,3,1.037,2.72
1,3,0.894,2.921
1,4,0.022,0.164
1,4,0.508,2.068
1,4,1.295,3.964
1,4,0.748,2.411
1,4,0.864,3.213
1,4,1.309,4.173
1,4,1.022,3.018
1,4,1.064,3.754
1,4,0.24,1.004
1,4,0.489,2.577
1,4,0.234,1.004
1,4,0.987,3.941
1,4,0.737,2.491
1,4,0.106,0.901
1,4,1.229,3.667
1,4,2.169,7.322
1,4,0.073,0.525
1,4,0.737,2.478
1,4,0.885,3.061
1,4,1.414,4.33
1,4,0.019,0.105
1,4,1.528,4.681
1,4,0.923,2.919
1,4,0.431,1.832
1,4,1.052,3.837
1,4,0.899,2.662
1,4,0.097,0.468
1,4,1.745,6.127
1,4,0.613,2.411
1,4,1.346,4.297
1,4,0.217,0.817
1,4,0.725,2.308
1,4,0.682,2.703
1,4,1.027,2.893
1,4,0.72,2.491
1,4,0.613,2.919
1,4,1.756,5.862
1,4,1.376,3.837
1,4,1.617,5.053
1,4,0.064,0.268
1,4,0.433,1.302
1,4,0.183,0.347
1,4,0.061,0.752
1,4,0.107,0.335
1,4,1.312,4.216
1,4,1.009,3.417
1,4,0.636,3.203
1,4,0.158,0.642
1,5,0.331,1.246
1,5,0.032,0.108
1,5,0.018,0.237
1,5,1.312,4.729
1,5,0.552,2.055
1,5,0.378,1.872
1,5,0.014,0.108
1,5,0.044,0.547
1,5,0.028,0.525
1,5,0.105,0.411
1,5,1.484,5.213
1,5,0.751,2.589
1,5,0.956,2.848
1,5,0.918,4.239
1,5,0.87,2.16
1,5,0.6,2.205
1,5,0.904,2.502
1,5,0.232,1.259
1,5,0.851,2.86
1,5,0.131,0.382
1,5,0.62,2.015
1,5,0.578,1.224
1,5,1.996,6.661
1,5,1.394,4.245
1,5,0.628,2.111
1,5,0.573,2.303
1,5,0.656,2.528
1,5,0.724,3.071
1,5,0.116,0.907
1,5,0.586,2.441
1,5,0.736,2.207
1,5,1.551,4.831
1,5,0.513,2.627
1,5,1.434,4.324
1,5,0.334,2.355
1,5,0.93,3.006
1,5,0.805,4.039
1,5,1.345,4.039
1,5,1.531,4.603
1,5,1.595,5.379
1,5,1.603,5.698
1,5,0.969,3.214
1,5,1.866,5.557
1,5,0.655,1.968
1,5,0.077,0.324
1,6,0.664,2.351
1,6,0.741,2.74
1,6,0.451,1.66
1,6,1.096,3.717
1,6,0.413,2.833
1,6,0.049,0.263
1,6,0.049,0.305
1,6,0.613,2.54
1,6,0.703,3.717
1,6,0.085,0.694
1,6,1.012,4.272
1,6,0.303,0.945
1,6,0.831,2.981
1,6,0.079,0.555
1,6,0.928,2.441
1,6,0.798,2.616
1,6,0.618,3.579
1,6,0.108,0.914
1,6,0.275,1.364
1,6,0.005,0.089
1,6,1.451,4.715
1,6,0.871,2.918
1,6,0.274,0.703
1,6,1.391,4.38
1,6,1.353,3.68
1,6,0.536,2.776
1,6,0.924,3.379
1,6,0.805,2.131
1,6,1.137,3.624
1,6,0.829,2.657
1,6,1.091,3.078
1,6,1.035,4.673
1,6,1.339,4.241
1,6,1.264,5.455
1,6,1.025,3.538
1,6,0.629,1.921
1,6,0.152,0.346
1,6,1.229,4.272
1,6,1.442,4.535
1,6,1.636,5.388
1,6,1.71,5.661
1,6,0.35,1.713
1,6,0.512,3.591
1,6,1.002,2.54
1,6,1.462,4.756
1,6,1.278,4.148
1,6,0.56,2.12
1,6,0.802,3.329
1,6,0.865,2.404
1,6,0.125,0.346
1,6,1.187,3.422
1,6,0.172,0.746
1,7,0.743,2.576
1,7,0.712,2.96
1,7,0.69,2.96
1,7,0.908,3.192
1,7,0.197,2.377
1,7,0.95,4.409
1,7,0.675,2.666
1,7,0.661,2.33
1,7,0.064,0.479
1,7,1.521,5.321
1,7,0.51,2.771
1,7,0.66,3.192
1,7,1.108,3.462
1,7,0.864,2.771
1,7,0.055,0.357
1,7,1.273,4.051
1,7,0.623,2.712
1,7,0.634,3.043
1,7,0.899,3.086
1,7,0.542,2.444
1,7,0.131,0.859
1,7,0.514,2.087
1,7,1.461,4.914
1,7,0.992,3.948
1,7,0.804,3.661
1,7,0.577,3.548
1,7,0.578,2.331
1,7,1.046,3.353
1,7,1.033,3.778
1,7,0.522,2.771
1,7,1.325,5.271
1,7,1.62,5.153
1,7,1.256,4.409
1,7,1.258,3.885
1,7,1.371,4.199
1,7,0.892,3.675
1,7,1.871,6.237
1,7,0.845,3.192
1,7,2.09,6.468
1,7,0.534,2.96
1,7,1.131,3.549
1,7,0.516,1.724
1,7,0.696,1.977
1,7,0.113,1.345
1,7,0.456,1.724
1,8,0.027,0.085
1,8,0.157,0.779
1,8,0.331,1.702
1,8,1.699,6.888
1,8,0.057,0.734
1,8,0.5,1.891
1,8,0.01,0.147
1,8,0.228,1.701
1,8,0.796,3.466
1,8,0.449,2.057
1,8,0.733,3.863
1,8,0.439,2.919
1,8,0.695,2.835
1,8,0.656,2.727
1,8,0.069,0.462
1,8,0.074,0.336
1,8,0.095,0.602
1,8,0.617,2.751
1,8,0.934,3.065
1,8,0.01,0.105
1,8,0.808,2.751
1,8,0.652,2.667
1,8,0.7,2.668
1,8,0.628,2.709
1,8,0.256,1.869
1,8,0.56,2.144
1,8,0.564,2.015
1,8,0.006,0.085
1,8,0.122,0.819
1,8,0.275,2.057
1,8,0.075,0.608
1,8,0.824,2.625
1,8,0.983,3.129
1,8,0.023,0.147
1,8,1.102,4.409
1,8,0.762,2.79
1,8,0.983,2.834
1,8,0.093,0.504
1,8,0.391,2.352
1,8,0.845,2.709
1,8,0.96,2.835
1,8,0.657,3.109
1,8,0.645,2.48
1,8,0.463,2.605
1,8,0.994,2.919
1,8,0.554,3.522
1,8,0.688,2.455
1,8,0.941,3.822
1,8,0.451,2.877
1,8,1.027,3.948
1,8,0.026,0.192
1,8,1.827,5.271
1,9,0.602,2.724
