1,1,1.29,3.173
1,1,1.606,4.618
1,1,0.995,2.854
1,1,1.098,2.925
1,1,1.414,3.574
1,1,0.821,2.725
1,1,0.623,2.131
1,1,1.615,3.574
1,1,0.631,1.995
1,1,1.121,3.857
1,1,1.71,3.937
1,1,1.091,3.173
1,1,0.704,2.296
1,1,1.42,3.733
1,1,1.289,3.45
1,1,0.229,0.841
1,1,1.541,4.095
1,1,1.064,2.932
1,1,0.769,2.129
1,1,0.913,2.296
1,1,1.307,3.411
1,1,1.124,3.332
1,1,0.555,1.126
1,1,1.419,3.813
1,1,0.664,1.808
1,1,1.86,4.419
1,1,1.61,4.419
1,1,1.283,4.269
1,1,1.01,2.933
1,1,0.635,1.286
1,1,0.733,2.129
1,1,1.025,2.611
1,1,0.991,2.611
1,1,0.829,2.488
1,1,0.655,1.995
1,1,0.749,1.969
1,1,1.993,5.421
1,1,1.016,3.173
1,1,0.736,2.689
1,1,1.153,3.332
1,1,1.896,5.942
1,1,0.153,0.724
1,1,0.922,2.296
1,1,2.132,5.26
1,1,0.775,2.408
1,1,1.173,3.655
1,1,0.94,2.367
1,1,0.707,2.296
1,1,1.771,4.13
1,1,1.063,2.531
1,1,0.333,1.078
1,1,0.906,2.768
1,1,1.083,3.332
1,1,0.506,1.526
1,1,1.747,4.016
1,1,1.072,3.537
1,1,1.065,2.932
1,1,1.311,3.494
1,1,0.554,1.367
1,1,0.692,2.21
1,1,0.538,1.569
1,1,1.517,3.655
1,1,1.899,5.182
1,1,1.313,3.012
1,1,0.877,2.808
1,1,0.739,2.611
1,2,1.689,4.564
1,2,0.908,3.13
1,2,0.937,2.63
1,2,0.83,2.396
1,2,1.661,4.083
1,2,1.715,4.284
1,2,0.818,2.167
1,2,1.446,4.268
1,2,0.406,1.068
1,2,1.173,3.076
1,2,0.493,1.884
1,2,0.344,1.253
1,2,1.048,3.518
1,2,1.683,3.887
1,2,1.552,3.518
1,2,0.892,2.396
1,2,0.713,2.416
1,2,1.332,3.277
1,2,1.211,3.397
1,2,0.454,1.068
1,2,0.774,2.487
1,2,0.525,1.269
1,2,1.131,3.197
1,2,1.007,2.752
1,2,1.683,4.042
1,2,1.331,3.451
1,2,1.062,3.769
1,2,1.812,4.735
1,2,0.927,2.323
1,2,0.614,2.275
1,2,1.276,3.435
1,2,1.18,2.92
1,2,0.022,0.145
1,2,1.507,3.887
1,2,0.634,2.074
1,2,0.667,2.074
1,2,0.23,0.844
1,2,1.018,2.679
1,2,0.636,2.116
1,2,0.408,1.001
1,2,0.609,2.81
1,2,0.571,1.552
1,2,1.228,3.116
1,2,2.327,6.775
1,2,0.763,2.487
1,2,1.421,3.559
1,2,1.222,2.679
1,2,1.546,3.637
1,2,1.279,3.197
1,2,0.804,2.116
1,2,0.366,1.224
1,2,1.395,3.236
1,2,0.585,1.632
1,2,1.067,2.679
1,2,0.969,2.196
1,2,1.776,4.083
1,3,1.426,3.693
1,3,0.836,2.771
1,3,0.991,2.135
1,3,1.047,2.897
1,3,0.834,2.609
1,3,0.527,1.367
1,3,0.147,0.762
1,3,1.199,3.491
1,3,1.42,3.449
1,3,0.528,1.408
1,3,0.59,2.249
1,3,0.436,1.325
1,3,0.897,2.057
1,3,0.023,0.082
1,3,0.533,1.884
1,3,1.21,2.85
1,3,0.87,1.926
1,3,1.002,3.224
1,3,2.133,5.301
1,3,0.907,2.771
1,3,0.772,3.302
1,3,1.115,2.897
1,3,1.036,2.057
1,3,0.015,0.12
1,3,0.54,1.727
1,3,2.011,5.14
1,3,1.515,3.932
1,3,1.418,3.814
1,3,1.1,3.133
1,3,0.303,1.363
1,3,1.897,4.899
1,3,1.327,3.091
1,3,0.81,2.651
1,3,0.688,2.612
1,3,0.522,1.725
1,3,0.534,1.802
1,3,0.729,2.547
1,3,1.468,4.134
1,3,0.574,1.888
1,3,0.856,2.409
1,3,0.802,2.331
1,3,0.727,1.936
1,3,1.079,2.361
1,3,0.905,2.469
1,3,1.902,4.615
1,3,0.016,0.12
1,3,1.016,2.573
1,3,1.574,4.575
1,3,0.747,2.409
1,3,0.639,2.772
1,3,1.152,3.302
1,3,0.597,2.327
1,3,1.369,3.344
1,3,1.285,3.571
1,3,0.934,2.053
1,3,1.177,3.41
1,3,0.61,1.969
1,3,2.019,5.022
1,3,1.182,2.85
1,3,1.322,3.302
1,3,1.193,2.897
1,3,0.007,0.12
1,3,0.216,0.799
1,3,1.672,3.813
1,3,0.713,2.053
1,4,0.957,2.605
1,4,2.004,4.658
1,4,0.585,2.283
1,4,1.451,3.895
1,4,0.984,2.929
1,4,0.425,2.048
1,4,1.29,3.459
1,4,1.017,3.363
1,4,0.806,2.527
1,4,0.954,2.365
1,4,1.252,3.333
1,4,1.11,2.776
1,4,1.043,2.929
1,4,0.02,0.119
1,4,0.032,0.157
1,4,0.013,0.119
1,4,0.907,3.088
1,4,0.949,2.202
1,4,1.358,3.21
1,4,1.139,3.938
1,4,0.855,2.45
1,4,1.502,3.936
1,4,0.894,2.73
1,4,1.248,3.411
1,4,1.057,3.33
1,4,0.016,0.157
1,4,0.436,1.565
1,4,0.013,0.157
1,4,1.068,2.57
1,4,0.891,2.854
1,4,0.631,2.605
1,4,1.156,3.21
1,4,1.506,3.976
1,4,0.291,0.962
1,4,1.59,3.895
1,4,0.722,1.804
1,4,0.026,0.157
1,4,0.917,2.129
1,4,0.485,2.129
1,4,0.575,1.805
1,4,1.245,3.088
1,4,0.54,1.565
1,4,0.889,2.608
1,4,0.254,1.277
1,4,1.069,2.648
1,4,0.658,1.805
1,4,1.305,3.21
1,5,0.529,1.918
1,5,0.411,1.485
1,5,0.937,3.12
1,5,0.337,1.161
1,5,0.072,0.403
1,5,0.962,2.851
1,5,0.635,2.062
1,5,0.437,1.643
1,5,0.561,1.805
1,5,1.455,4.051
1,5,0.732,2.64
1,5,0.024,0.102
1,5,0.585,2.287
1,5,0.442,1.765
1,5,0.479,1.765
1,5,0.533,1.971
1,5,0.816,3.011
1,5,0.507,1.602
1,5,0.709,2.488
1,5,0.822,2.596
1,5,1.297,3.251
1,5,0.518,1.805
1,5,0.864,2.969
1,5,0.015,0.119
1,5,1.264,4.013
1,5,0.849,3.365
1,5,0.715,2.004
1,5,1.142,2.81
1,5,0.835,3.086
1,5,0.97,2.847
1,5,0.595,2.223
1,5,0.962,2.488
1,5,1.116,3.365
1,5,0.566,2.223
1,5,1.049,2.326
1,5,0.547,1.643
1,5,0.762,2.529
1,5,0.66,2.611
1,5,0.395,1.97
1,5,0.888,2.791
1,5,1.719,4.575
1,5,1.315,3.12
1,5,0.717,2.004
1,5,1.213,3.452
1,5,0.537,1.845
1,5,0.964,2.408
1,5,0.991,2.851
1,5,1.093,2.969
1,5,0.016,0.119
1,5,0.373,1.49
1,5,1.242,3.053
1,5,1.124,3.12
1,5,1.446,4.013
1,5,1.31,3.452
1,5,1.019,2.682
1,5,0.555,1.926
1,5,0.321,1.168
1,5,0,0.102
1,5,0.295,1.362
1,6,0.019,0.153
1,6,0.62,2.567
1,6,0.525,1.88
1,6,0.59,1.973
1,6,0.656,3.04
1,6,0.608,1.645
1,6,0.217,1.082
1,6,0.833,2.567
1,6,0.32,1.445
1,6,0.5,1.973
1,6,0.724,2.52
1,6,1.215,3.44
1,6,1.557,4.214
1,6,1.068,2.935
